global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62
5825.1190071683	n/a	33932011.4476734	n/a	5570.207780487684	n/a	n/a	31027214.71780553	5074.9043375153	n/a	25754654.034931604	n/a	5077.951222441005	4676.143472710971	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.348514766330027e-05	n/a	n/a	4.030363973831039e-09	-0.075203830677907	n/a	0.0056556161486313	n/a	-0.0080884487380075	n/a	6.542300298737513e-05	n/a	-0.0041410014461651	n/a	1.7147892977141447e-05	n/a	0.0002417225030511	n/a	5.842976848128906e-08	n/a	-0.0001070003650848	n/a	1.1449078128280488e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4540.520575937816	-1284.5984312304845	20616327.10051468	1650193.1295198218	3274.839962083466	-2295.3678184042183	5268713.42176574	10724576.777258838	4308.087278331071	-766.817059184229	18559615.99771801	588008.4022559494	4193.900875974888	3553.6295315446523	8.789951999999998	304.940918	0.5195114520674237	0.237543511825583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0501077846253394	0.0500442994776761	0.0025044319102113	0.0025107900800594	0.0814438769073149	0.1566477075852219	0.0066331050856938	0.0245385042917051	0.0595853791338782	0.0676738278718857	0.003550417406528	0.0045797469788336	-0.0004759333151699	0.0036650681309951	2.2651252048861137e-07	1.3432724404836646e-05	-0.0001901664546573	-0.0004318889577084	3.6163280476926944e-08	1.8652807179044814e-07	0.0006989548888644	0.0008059552539491	4.885379366674457e-07	6.495638713683193e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4506.985529680076	-33.53504625773985	20312918.5647456	1124.5993275087517	3416.249630052216	141.40966796875	19996.69419503212	11670761.534831904	4303.242157019775	-4.84512131129577	18517893.061952204	23.475200521172443	4204.878381745484	3706.271323894632	0.8841029999999999	30.671305	0.3192070479795374	0.1963084500306161	-0.0328592799	-0.0239094298	-0.0133585568	0.064041604	0.0233442299	-0.0154888837	0.0531612404	-0.0215021752	-0.006740671	-0.0107965193	-0.0226018428	-0.027767378	0.0091286002	-0.0266612901	0.0200452363	-0.0190185496	0.0670497459	-0.1048919297	0.0982742042	-0.0547603249	0.0109849249	-0.0156867249	0.0272406131	-0.0512928803	0.0002660798	-0.0152401102	0.0069748401	-0.0044999513	0.0478821001	-0.0264351264	0.0023552897	0.014877265	-0.0283552314	0.014261706	-0.0317463743	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0499236596034364	-0.000184125021903	3.3902023690780414e-08	0.0024923717881997	0.0120060209621755	-0.0694378559451394	0.0001441445393441	0.0048216158382579	0.1080198998304382	0.04843452069656	0.0116682987593779	0.0023459027951054	-0.0040068439295488	-0.0035309106143789	1.605479827576207e-05	1.2467329766733585e-05	-0.0005686755489537	-0.0003785090942964	3.233918799777921e-07	1.4326913446508106e-07	0.000585363671221	-0.0001135912176433	3.42650627585327e-07	1.2902964725710258e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4513.251691844521	6.266162164444722	20369440.83393743	39.26478827111857	3362.7200946418607	-53.52953541035549	2865.4111612485026	11307886.434908165	4293.292304161567	-9.949852858208033	18432358.808972936	98.99957189999056	4190.333949198649	3927.781377331964	0.952651	33.049339	0.2764068351005068	0.1559988535903238	-0.1088495967	-0.1162090402	-0.1103991412	0.0201322113	-0.0564075659	-0.0390208523	0.05369414	0.0365947304	0.0033128045	0.0028940531	0.0151990975	-0.0320025078	0.0112154503	-0.0087185952	0.0655189271	-0.0373064587	0.1024181952	-0.1521647284	0.0106475422	-0.0697872605	0.0074493221	-0.077225022	0.1201735036	-0.0676994435	0.0795616336	0.0465419531	-0.001239276	0.0174866327	0.0562956271	-0.0055706443	-0.0173997864	0.0265542304	-0.0382123647	-0.0402317382	-0.0652730094	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0412535019446096	-0.0086701576588268	7.517163382891308e-05	0.0017018514226939	-0.1324802299086229	-0.1444862508707984	0.0175510113166415	0.0208762766906992	0.1455486406928798	0.0375287408624415	0.021184406807545	0.0014084063907202	-0.0053209771099167	-0.0013141331803678	2.831279740425748e-05	1.7269460157438509e-06	-0.0001700629055971	0.0003986126433566	2.8921391860128153e-08	1.5889203944373597e-07	0.0005870515616653	1.6878904442999996e-06	3.446295360536675e-07	2.8489741519592497e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4488.886977762741	-24.36471408178022	20150106.29912791	593.6392922868994	3334.773554587851	-27.9465400540098	781.0091009903741	11120714.66037849	4290.640134029319	-2.652170132248102	18409592.759743128	7.034006410388916	4185.83130678468	3638.378050968565	0.793606	27.531771	0.3972346419445081	0.2308649939191299	-0.0132556907	0.0284357813	-0.0360789002	-0.0030928914	0.0038636634	-0.043756901	0.0229830459	0.0717634871	0.0091056688	0.0089196966	-0.0101097977	-0.0216810087	0.0167763069	-0.0261450661	0.0317833805	-0.0268944599	0.0875741894	-0.0986302658	0.0971981988	-0.0645528233	-0.0039988179	-0.007106327	0.0037604428	-0.0535341044	0.0179719298	-0.0253833244	0.0067478268	-0.0226032394	0.0402991321	0.0016730711	-0.0115233192	0.0102569026	-0.0021494016	0.0134395673	-0.023297243	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0503348193812769	0.0090813174366673	8.247032638551763e-05	0.0025335940421457	0.0418580449253056	0.1743382748339285	0.0017520959249689	0.0303938340720703	0.1120803001396097	-0.03346834055327	0.0125619936793849	0.0011201298193896	-0.0018890027056067	0.00343197440431	3.5683312217894333e-06	1.177844831183898e-05	3.944627566143666e-06	0.0001740075331632	1.55600866355805e-11	3.027862159755735e-08	0.0005880038066049	9.522449395999886e-07	3.457484765818526e-07	9.06770424993786e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4498.478396120897	9.59141835815626	20236307.88036644	91.99530612117697	3373.867337285256	39.09378269740501	1528.323845591923	11382980.809600305	4294.011906263148	3.371772233829688	18438538.25112968	11.368847996824844	4189.506172612028	3599.628268800933	0.547389	18.990002	0.0804009016884668	0.0461649291447254	-0.0069511962	0.0296208135	-0.0158748068	0.0309666069	-0.0691623846	0.0337183553	0.0015457509	-0.0102003857	0.001167076	0.0011546736	0.0168312478	-0.0216980855	0.0130543317	-0.0236225028	0.0178378758	-0.0167143984	0.0744574729	-0.0838534206	0.1247701975	-0.072022514	-0.0121478627	0.0169807306	-0.0172027847	-0.0298552607	0.0115810929	-0.0482098186	-0.0016495439	-0.0153541077	0.0389606894	-0.0009768671	-0.0093661151	0.0271079666	0.0309070035	0.0263226791	-0.0262904066	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0363450742089668	-0.0139897451723101	0.0001957129699861	0.0013209644192553	0.0777230883291935	0.0358650434038879	0.0060408784594276	0.0012863013383627	0.106960429376258	-0.0051198707633517	0.0114405334523534	2.621307663342352e-05	-0.0018303710427375	5.863166286920003e-05	3.350258154091963e-06	3.437671890807529e-09	-0.0004450382554674	-0.0004489828830335	1.980590488294668e-07	2.0158562925711277e-07	0.0005870935055293	-9.103010756000146e-07	3.4467878423468215e-07	8.286480482385435e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4499.376590967879	0.8981948469818235	20244389.70734973	0.8067539831447014	3349.5478397291536	-24.319497556102306	591.4379613812661	11219470.73063424	4287.336020274728	-6.675885988420305	18381250.150745142	44.56745373038655	4183.357107381674	3647.267986955314	0.447251	15.516009	0.1024765269347971	0.0586806352603188	-0.0200918336	0.0305544299	-0.0208106753	0.0086411374	0.0058081413	-0.0408566477	0.0444839156	0.0645244811	0.0110739255	0.0103997425	-0.0037171215	-0.0295276667	0.016851253	-0.0118128452	0.0272276692	-0.0142596312	0.0671362254	-0.0872032623	0.1010212399	-0.0558895737	-0.0160068307	0.0068320992	-0.0204502635	-0.0375798157	0.0106303186	-0.0391029198	-0.0003929203	-0.0150911603	0.0382845768	0.0075935587	0.0042613445	0.0118197123	0.0042815409	0.0311282649	-0.0197165186	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0376099722402472	0.0012648980312804	1.5999670295370376e-06	0.0014145100119121	0.081232823915414	0.0035097355862205	0.0065987716812726	1.2318243885182575e-05	0.1380421433861443	0.0310817140098862	0.0190556333506408	0.0009660729457923	-0.0022551306920829	-0.0004247596493453	5.085614438374299e-06	1.8042075971202698e-07	0.0003907575496722	0.0008357958051396	1.5269146262582188e-07	6.985546278889523e-07	0.0006589416371925	7.184813166319999e-05	4.3420408122593227e-07	5.162154023492521e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4497.400332368625	-1.9762585992539243	20226609.749589417	3.905598051125083	3350.085141240334	0.5373015111804307	0.2886929139167745	11223070.453559268	4297.525785373795	10.18976509906679	18468727.875952654	103.83131277415964	4191.916288137027	3629.017437691524	0.47483	16.472811	0.228566320780647	0.145888092623999	-0.0161338446	0.0331359192	-0.0209566925	0.0154778148	-0.0361739203	-0.0075563049	-0.0296737162	0.0377386081	-0.0028860539	-0.0023691458	0.007858494	-0.0296786094	0.0189050788	-0.0173626008	0.0179832187	0.0048576181	0.0430321751	-0.0434843737	0.082227942	-0.0490559506	-0.0063908689	0.0043029862	-0.0166427089	-0.0320383294	0.0001316573	-0.0319866275	-0.0181012547	0.002722363	0.0064949404	-0.0034918714	0.0014135156	0.0254804416	0.0081167685	0.0052086228	-0.0260973618	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0501996573118503	0.012589685071603	0.0001585001702021	0.0025200055942272	0.0485688771284458	-0.0326639467869682	0.002358935825518	0.0010669334197018	0.267703717503295	0.1296615741171507	0.0716652803650839	0.0168121238025373	-0.0031886425952242	-0.0009335119031413	1.016744160007812e-05	8.714444733064922e-07	0.0004605616910617	6.980414138950001e-05	2.121170712736128e-07	4.8726181551253086e-09	0.0005892353856248	-6.970625156769994e-05	3.471983396724068e-07	4.858961507619471e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4488.279341597533	-9.120990771091783	20144651.448211186	83.19247264634149	3358.0579127097617	7.972771469427698	63.5650849037203	11276552.945112642	4293.142458594706	-4.383326779088748	18431072.1697886	19.21355365227653	4189.980986344875	3651.6275952043206	0.414888	14.393273	0.1012355500193145	0.0593773833185865	-0.0127445129	0.0370038498	0.0008422124	0.014342092	0.0001029356	-0.0019337239	0.0243242623	-0.0205512431	0.0019029501	0.0005895537	-0.0010543897	-0.0289146372	0.0161508299	-0.0196322663	0.0150870494	0.0041894472	0.0523766517	-0.0502953592	0.0782580942	-0.0521333178	0.0045000108	0.0052576646	-0.0083153535	-0.0281977866	0.0166525611	-0.0301327435	-0.0024888432	-0.0035875637	0.0157300376	0.0135884335	0.0060489131	0.0151678335	0.0021579257	-0.0010169414	-0.0248169759	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0503488911423914	0.000149233830541	2.2270736177969692e-08	0.0025350108392683	0.0570056409097077	0.0084367637812619	0.0032496430955265	7.117898310081263e-05	0.2136076558400645	-0.0540960616632305	0.0456282306334874	0.002926383887472	-0.0035970370116181	-0.0004083944163939	1.2938675262950472e-05	1.6678599934171429e-07	9.89419269232794e-05	-0.0003616197641384	9.789504903291561e-09	1.3076885381552694e-07	0.0005881797512715	-1.0556343533000547e-06	3.459554198058036e-07	1.114363887867225e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4472.599775457209	-15.679566140323914	20004148.75141988	245.84879434879213	3330.8797753781687	-27.178137331593007	738.6511488149295	11094760.07802332	4293.107816623795	-0.0346419709112524	18430774.72515633	0.001200066148616	4188.029073149221	3554.729901123047	0.466634	16.188457	0.2294724685551059	0.1359043227744763	0.0052837784	0.0188259143	-0.0068876314	-0.0080463673	-0.0249798115	0.0341246695	-0.0281058063	-0.0030798766	0.0018164648	0.0024050423	0.004069445	-0.0257782299	0.0171412976	-0.0078906998	0.0168404158	0.0206080885	0.0273682327	-0.0326082392	0.0523025659	-0.0411376008	-0.0124332365	0.003992482	-0.0184933728	-0.0217063865	0.0059772887	-0.0318864527	-0.0128496009	0.0022611501	-0.0083970624	0.0072141815	0.0150895842	0.0152071793	0.0009640392	-0.0039476617	-0.0005461658	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0503975954683681	4.87043259767006e-05	2.372111368844713e-09	0.0025399176289932	0.0099531657462534	-0.0470524751634543	9.906550837239198e-05	0.0022139354190074	0.3273690531142534	0.1137613972741889	0.1071704969369228	0.0129416555097758	-0.0046066516414916	-0.0010096146298735	2.122123934605725e-05	1.0193217008546044e-06	0.00045964344069	0.0003607015137667	2.112720925693416e-07	1.301055820336037e-07	0.000590061443461	1.881692189500072e-06	3.4817250705927893e-07	3.540765496025574e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
